kunde_id,segment,branche,groessenklasse,plz2,vertragsbeginn,vertragsende,verlustgrund,top30
K0626,Klein,C28 Maschinenbau,C (10-49 MA),73,2026-01-14,,,0
K0627,Klein,C29 Automotive-Zulieferer,C (10-49 MA),74,2023-03-14,,,0
K0628,Klein,C29 Automotive-Zulieferer,D (<10 MA),74,2022-05-19,,,0
K0629,Klein,F/G23 Baustoffhandel,D (<10 MA),97,2019-08-16,2025-05-10,Preis / Wettbewerb,0
K0630,Klein,G46 Großhandel Konsumgüter,D (<10 MA),74,2015-03-20,,,0
K0631,Klein,C28 Maschinenbau,C (10-49 MA),74,2022-06-06,,,0
K0632,Klein,C27 Elektro / Elektronik,D (<10 MA),69,2019-09-02,,,0
K0633,Klein,C28 Maschinenbau,C (10-49 MA),74,2022-03-14,,,0
K0634,Klein,C31 Möbel / Einrichtung,C (10-49 MA),74,2021-01-09,,,0
K0635,Klein,C29 Automotive-Zulieferer,D (<10 MA),74,2016-07-19,,,0
K0636,Klein,F/G23 Baustoffhandel,D (<10 MA),73,2025-03-02,,,0
K0637,Klein,F/G23 Baustoffhandel,C (10-49 MA),74,2017-03-20,,,0
K0638,Klein,C20 Chemie / Farben,D (<10 MA),73,2021-10-27,,,0
K0639,Klein,C29 Automotive-Zulieferer,C (10-49 MA),75,2025-07-24,,,0
K0640,Klein,G46 Großhandel Konsumgüter,D (<10 MA),74,2015-11-25,,,0
K0641,Klein,C25 Metallverarbeitung,D (<10 MA),74,2017-07-21,,,0
K0642,Klein,G47 Einzelhandel / E-Commerce,D (<10 MA),97,2018-10-10,,,0
K0643,Klein,C28 Maschinenbau,D (<10 MA),74,2022-01-12,,,0
K0644,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),71,2016-06-08,,,0
K0645,Klein,C29 Automotive-Zulieferer,D (<10 MA),74,2019-04-20,,,0
K0646,Klein,F/G23 Baustoffhandel,C (10-49 MA),74,2016-10-31,,,0
K0647,Klein,C28 Maschinenbau,C (10-49 MA),97,2020-04-08,,,0
K0648,Klein,C28 Maschinenbau,D (<10 MA),75,2020-02-09,,,0
K0649,Klein,C27 Elektro / Elektronik,D (<10 MA),71,2024-02-29,,,0
K0650,Klein,C20 Chemie / Farben,D (<10 MA),74,2026-07-02,,,0
K0651,Klein,F/G23 Baustoffhandel,C (10-49 MA),74,2018-04-08,,,0
K0652,Klein,C28 Maschinenbau,C (10-49 MA),74,2021-12-26,,,0
K0653,Klein,C29 Automotive-Zulieferer,C (10-49 MA),71,2017-11-10,,,0
K0654,Klein,C28 Maschinenbau,C (10-49 MA),71,2019-08-21,2025-06-11,Preis / Wettbewerb,0
K0655,Klein,C20 Chemie / Farben,C (10-49 MA),71,2026-07-18,,,0
K0656,Klein,C20 Chemie / Farben,C (10-49 MA),73,2025-08-06,,,0
K0657,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),74,2016-05-17,,,0
K0658,Klein,G46 Großhandel Konsumgüter,D (<10 MA),74,2017-04-04,,,0
K0659,Klein,G46 Großhandel Konsumgüter,D (<10 MA),71,2022-10-06,,,0
K0660,Klein,C28 Maschinenbau,C (10-49 MA),71,2019-09-28,,,0
K0661,Klein,F/G23 Baustoffhandel,C (10-49 MA),75,2015-06-17,,,0
K0662,Klein,C20 Chemie / Farben,C (10-49 MA),74,2017-09-02,,,0
K0663,Klein,G47 Einzelhandel / E-Commerce,C (10-49 MA),73,2019-10-21,,,0
K0664,Klein,C28 Maschinenbau,C (10-49 MA),75,2016-06-25,2025-06-04,Insolvenz,0
K0665,Klein,C28 Maschinenbau,D (<10 MA),71,2022-08-21,,,0
K0666,Klein,C28 Maschinenbau,C (10-49 MA),74,2016-06-13,,,0
K0667,Klein,Sonstige,D (<10 MA),69,2020-07-08,,,0
K0668,Klein,Sonstige,D (<10 MA),71,2020-08-18,,,0
K0669,Klein,C28 Maschinenbau,D (<10 MA),71,2015-03-11,,,0
K0670,Klein,C25 Metallverarbeitung,D (<10 MA),73,2017-09-09,,,0
K0671,Klein,C20 Chemie / Farben,C (10-49 MA),97,2023-08-09,,,0
K0672,Klein,C31 Möbel / Einrichtung,D (<10 MA),74,2025-12-29,,,0
K0673,Klein,Sonstige,C (10-49 MA),74,2026-01-06,,,0
K0674,Klein,G47 Einzelhandel / E-Commerce,C (10-49 MA),97,2020-01-16,2026-01-21,Standortverlagerung,0
K0675,Klein,C28 Maschinenbau,C (10-49 MA),73,2022-07-23,,,0
K0676,Klein,C31 Möbel / Einrichtung,D (<10 MA),74,2024-08-08,,,0
K0677,Klein,C28 Maschinenbau,C (10-49 MA),74,2021-07-09,,,0
K0678,Klein,G47 Einzelhandel / E-Commerce,C (10-49 MA),74,2016-06-20,,,0
K0679,Klein,C28 Maschinenbau,C (10-49 MA),97,2022-03-26,,,0
K0680,Klein,C31 Möbel / Einrichtung,D (<10 MA),75,2015-01-26,,,0
K0681,Klein,C27 Elektro / Elektronik,C (10-49 MA),74,2020-11-26,2025-12-09,Preis / Wettbewerb,0
K0682,Klein,C27 Elektro / Elektronik,D (<10 MA),97,2019-11-10,2025-04-29,Standortverlagerung,0
K0683,Klein,C27 Elektro / Elektronik,D (<10 MA),73,2015-02-05,,,0
K0684,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),71,2020-05-27,,,0
K0685,Klein,Sonstige,C (10-49 MA),74,2024-09-04,,,0
K0686,Klein,G47 Einzelhandel / E-Commerce,D (<10 MA),74,2022-12-23,,,0
K0687,Klein,F/G23 Baustoffhandel,D (<10 MA),71,2021-01-27,2026-06-26,Insolvenz,0
K0688,Klein,Sonstige,C (10-49 MA),74,2017-07-01,,,0
K0689,Klein,F/G23 Baustoffhandel,D (<10 MA),74,2019-09-14,,,0
K0690,Klein,C31 Möbel / Einrichtung,D (<10 MA),97,2018-03-25,2024-04-05,Insolvenz,0
K0691,Klein,G47 Einzelhandel / E-Commerce,C (10-49 MA),75,2022-02-08,,,0
K0692,Klein,Sonstige,D (<10 MA),74,2019-09-04,,,0
K0693,Klein,G47 Einzelhandel / E-Commerce,D (<10 MA),74,2015-02-12,,,0
K0694,Klein,C28 Maschinenbau,D (<10 MA),71,2015-06-22,,,0
K0695,Klein,F/G23 Baustoffhandel,D (<10 MA),74,2018-04-09,,,0
K0696,Klein,F/G23 Baustoffhandel,C (10-49 MA),71,2016-01-29,2025-10-20,Preis / Wettbewerb,0
K0697,Klein,C20 Chemie / Farben,C (10-49 MA),74,2018-03-19,,,0
K0698,Klein,C27 Elektro / Elektronik,D (<10 MA),97,2025-03-27,,,0
K0699,Klein,G46 Großhandel Konsumgüter,D (<10 MA),71,2018-12-04,,,0
K0700,Klein,Sonstige,C (10-49 MA),73,2025-03-21,,,0
K0701,Klein,C20 Chemie / Farben,C (10-49 MA),74,2024-03-31,,,0
K0702,Klein,F/G23 Baustoffhandel,D (<10 MA),75,2016-08-23,,,0
K0703,Klein,C20 Chemie / Farben,D (<10 MA),69,2018-02-20,,,0
K0704,Klein,Sonstige,D (<10 MA),97,2015-09-08,,,0
K0705,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),71,2023-07-19,,,0
K0706,Klein,C28 Maschinenbau,D (<10 MA),74,2021-12-28,,,0
K0707,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),71,2019-11-25,,,0
K0708,Klein,C28 Maschinenbau,C (10-49 MA),74,2016-03-20,,,0
K0709,Klein,C28 Maschinenbau,C (10-49 MA),74,2023-09-19,,,0
K0710,Klein,G46 Großhandel Konsumgüter,D (<10 MA),69,2017-04-28,,,0
K0711,Klein,C27 Elektro / Elektronik,C (10-49 MA),74,2019-05-28,,,0
K0712,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),74,2025-01-03,,,0
K0713,Klein,C20 Chemie / Farben,C (10-49 MA),74,2022-09-27,,,0
K0714,Klein,C25 Metallverarbeitung,C (10-49 MA),71,2024-08-19,,,0
K0715,Klein,Sonstige,C (10-49 MA),97,2023-07-22,,,0
K0716,Klein,C20 Chemie / Farben,D (<10 MA),71,2020-10-22,,,0
K0717,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),97,2022-12-13,,,0
K0718,Klein,C25 Metallverarbeitung,C (10-49 MA),74,2021-07-19,,,0
K0719,Klein,C28 Maschinenbau,C (10-49 MA),74,2018-01-23,,,0
K0720,Klein,C28 Maschinenbau,D (<10 MA),74,2025-04-28,,,0
K0721,Klein,F/G23 Baustoffhandel,D (<10 MA),71,2015-06-05,,,0
K0722,Klein,C29 Automotive-Zulieferer,C (10-49 MA),71,2015-11-02,,,0
K0723,Klein,G47 Einzelhandel / E-Commerce,C (10-49 MA),74,2023-07-15,,,0
K0724,Klein,C28 Maschinenbau,D (<10 MA),73,2016-07-16,,,0
K0725,Klein,G46 Großhandel Konsumgüter,D (<10 MA),74,2023-10-01,,,0
K0726,Klein,C20 Chemie / Farben,D (<10 MA),75,2018-05-21,,,0
K0727,Klein,C27 Elektro / Elektronik,D (<10 MA),74,2023-11-12,,,0
K0728,Klein,C28 Maschinenbau,C (10-49 MA),75,2017-11-05,,,0
K0729,Klein,C27 Elektro / Elektronik,D (<10 MA),69,2016-10-09,,,0
K0730,Klein,C29 Automotive-Zulieferer,C (10-49 MA),73,2021-12-25,,,0
K0731,Klein,C28 Maschinenbau,C (10-49 MA),73,2015-11-11,,,0
K0732,Klein,C27 Elektro / Elektronik,C (10-49 MA),74,2021-06-27,,,0
K0733,Klein,F/G23 Baustoffhandel,C (10-49 MA),74,2019-08-03,,,0
K0734,Klein,Sonstige,C (10-49 MA),74,2025-03-10,,,0
K0735,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),74,2015-04-19,2026-03-08,Preis / Wettbewerb,0
K0736,Klein,Sonstige,D (<10 MA),71,2016-11-29,,,0
K0737,Klein,G46 Großhandel Konsumgüter,D (<10 MA),71,2016-06-10,,,0
K0738,Klein,C28 Maschinenbau,C (10-49 MA),97,2019-12-19,,,0
K0739,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),74,2020-04-12,,,0
K0740,Klein,C29 Automotive-Zulieferer,D (<10 MA),74,2025-11-01,,,0
K0741,Klein,C27 Elektro / Elektronik,C (10-49 MA),71,2016-05-11,,,0
K0742,Klein,C27 Elektro / Elektronik,C (10-49 MA),73,2019-03-02,,,0
K0743,Klein,Sonstige,D (<10 MA),73,2019-06-03,,,0
K0744,Klein,C29 Automotive-Zulieferer,C (10-49 MA),97,2024-10-30,,,0
K0745,Klein,C29 Automotive-Zulieferer,C (10-49 MA),74,2018-08-20,,,0
K0746,Klein,F/G23 Baustoffhandel,D (<10 MA),74,2020-06-09,2024-09-08,Volumen eingestellt,0
K0747,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),97,2020-12-02,,,0
K0748,Klein,G46 Großhandel Konsumgüter,D (<10 MA),74,2025-02-11,,,0
K0749,Klein,C28 Maschinenbau,D (<10 MA),74,2022-12-15,,,0
K0750,Klein,C28 Maschinenbau,D (<10 MA),73,2018-08-01,,,0
K0751,Klein,Sonstige,C (10-49 MA),73,2023-04-04,,,0
K0752,Klein,C25 Metallverarbeitung,C (10-49 MA),74,2020-08-10,,,0
K0753,Klein,C25 Metallverarbeitung,C (10-49 MA),75,2015-07-26,,,0
K0754,Klein,G46 Großhandel Konsumgüter,D (<10 MA),71,2015-07-03,,,0
K0755,Klein,G47 Einzelhandel / E-Commerce,D (<10 MA),74,2023-06-19,,,0
K0756,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),73,2026-03-23,,,0
K0757,Klein,Sonstige,C (10-49 MA),75,2025-07-31,,,0
K0758,Klein,C20 Chemie / Farben,C (10-49 MA),71,2023-04-11,,,0
K0759,Klein,G46 Großhandel Konsumgüter,D (<10 MA),71,2015-01-01,,,0
K0760,Klein,C28 Maschinenbau,D (<10 MA),74,2018-07-22,2025-10-11,Preis / Wettbewerb,0
K0761,Klein,G47 Einzelhandel / E-Commerce,C (10-49 MA),75,2026-06-21,,,0
K0762,Klein,F/G23 Baustoffhandel,C (10-49 MA),75,2021-12-07,,,0
K0763,Klein,F/G23 Baustoffhandel,C (10-49 MA),74,2022-05-21,,,0
K0764,Klein,C29 Automotive-Zulieferer,C (10-49 MA),97,2015-07-02,2024-11-24,Standortverlagerung,0
K0765,Klein,C29 Automotive-Zulieferer,D (<10 MA),71,2016-02-24,,,0
K0766,Klein,Sonstige,C (10-49 MA),71,2018-11-07,,,0
K0767,Klein,C27 Elektro / Elektronik,C (10-49 MA),74,2024-03-09,,,0
K0768,Klein,Sonstige,C (10-49 MA),97,2023-02-24,,,0
K0769,Klein,C27 Elektro / Elektronik,D (<10 MA),74,2019-08-20,,,0
K0770,Klein,F/G23 Baustoffhandel,D (<10 MA),74,2024-03-05,,,0
K0771,Klein,C20 Chemie / Farben,C (10-49 MA),74,2024-04-24,,,0
K0772,Klein,C28 Maschinenbau,C (10-49 MA),74,2015-11-17,,,0
K0773,Klein,Sonstige,C (10-49 MA),74,2021-08-05,,,0
K0774,Klein,C27 Elektro / Elektronik,C (10-49 MA),75,2020-05-28,,,0
K0775,Klein,C29 Automotive-Zulieferer,C (10-49 MA),74,2022-06-04,,,0
K0776,Klein,C28 Maschinenbau,D (<10 MA),69,2020-09-13,,,0
K0777,Klein,Sonstige,C (10-49 MA),74,2018-08-08,,,0
K0778,Klein,C29 Automotive-Zulieferer,D (<10 MA),71,2022-05-10,,,0
K0779,Klein,C25 Metallverarbeitung,C (10-49 MA),73,2015-08-02,,,0
K0780,Klein,C29 Automotive-Zulieferer,C (10-49 MA),97,2023-08-14,,,0
K0781,Klein,C28 Maschinenbau,C (10-49 MA),97,2019-09-28,,,0
K0782,Klein,F/G23 Baustoffhandel,D (<10 MA),69,2015-04-18,,,0
K0783,Klein,C28 Maschinenbau,C (10-49 MA),74,2017-06-04,,,0
K0784,Klein,C25 Metallverarbeitung,D (<10 MA),74,2023-08-08,2025-11-18,Preis / Wettbewerb,0
K0785,Klein,C20 Chemie / Farben,D (<10 MA),71,2020-04-06,,,0
K0786,Klein,C28 Maschinenbau,C (10-49 MA),71,2021-10-18,,,0
K0787,Klein,C29 Automotive-Zulieferer,D (<10 MA),74,2015-07-30,,,0
K0788,Klein,G47 Einzelhandel / E-Commerce,D (<10 MA),69,2024-06-05,,,0
K0789,Klein,C28 Maschinenbau,D (<10 MA),71,2019-09-17,,,0
K0790,Klein,C29 Automotive-Zulieferer,C (10-49 MA),75,2019-06-20,,,0
K0791,Klein,C29 Automotive-Zulieferer,C (10-49 MA),74,2020-01-05,,,0
K0792,Klein,C31 Möbel / Einrichtung,D (<10 MA),74,2022-12-28,,,0
K0793,Klein,C28 Maschinenbau,C (10-49 MA),74,2017-05-28,,,0
K0794,Klein,Sonstige,C (10-49 MA),74,2018-11-27,,,0
K0795,Klein,C29 Automotive-Zulieferer,D (<10 MA),74,2020-01-29,,,0
K0796,Klein,C29 Automotive-Zulieferer,C (10-49 MA),74,2019-07-22,,,0
K0797,Klein,C28 Maschinenbau,D (<10 MA),71,2024-03-13,,,0
K0798,Klein,C25 Metallverarbeitung,C (10-49 MA),73,2025-12-25,,,0
K0799,Klein,C20 Chemie / Farben,C (10-49 MA),74,2018-07-13,,,0
K0800,Klein,Sonstige,C (10-49 MA),71,2018-07-07,,,0
K0801,Klein,C28 Maschinenbau,D (<10 MA),73,2016-12-31,,,0
K0802,Klein,C29 Automotive-Zulieferer,C (10-49 MA),69,2016-11-19,,,0
K0803,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),74,2020-07-01,,,0
K0804,Klein,C29 Automotive-Zulieferer,C (10-49 MA),73,2021-06-06,2026-02-03,Preis / Wettbewerb,0
K0805,Klein,F/G23 Baustoffhandel,D (<10 MA),74,2023-12-20,,,0
K0806,Klein,C28 Maschinenbau,C (10-49 MA),74,2022-10-05,,,0
K0807,Klein,G47 Einzelhandel / E-Commerce,C (10-49 MA),74,2020-11-10,,,0
K0808,Klein,C28 Maschinenbau,C (10-49 MA),73,2021-08-14,,,0
K0809,Klein,G46 Großhandel Konsumgüter,C (10-49 MA),74,2023-01-01,,,0
K0810,Klein,G47 Einzelhandel / E-Commerce,C (10-49 MA),97,2017-09-13,,,0
K0811,Klein,C28 Maschinenbau,D (<10 MA),71,2019-01-18,,,0
K0812,Klein,C27 Elektro / Elektronik,D (<10 MA),74,2015-03-13,,,0
K0813,Klein,C25 Metallverarbeitung,C (10-49 MA),71,2023-01-14,2025-12-24,Standortverlagerung,0
K0814,Klein,F/G23 Baustoffhandel,C (10-49 MA),71,2023-02-04,,,0
K0815,Klein,C25 Metallverarbeitung,D (<10 MA),73,2021-06-13,,,0
K0816,Klein,C28 Maschinenbau,D (<10 MA),73,2024-10-13,,,0
K0817,Klein,C25 Metallverarbeitung,C (10-49 MA),71,2015-03-18,,,0
K0818,Klein,C28 Maschinenbau,C (10-49 MA),74,2017-07-03,,,0
K0819,Klein,Sonstige,C (10-49 MA),69,2019-01-11,,,0
K0820,Top,C29 Automotive-Zulieferer,A (>250 MA),73,2026-07-01,,,1
