datum,relation,trailer_geplant,trailer_benoetigt,trailer_linie_gefahren,sonderfahrten,trailer_ueberzaehlig,lademeter_aufkommen,lademeter_verschoben_auf_folgetag,auslastung_pct
2024-11-06,R12,3,3,3,0,0,26.3,0.0,64.5
2024-11-07,R12,5,4,5,0,1,39.5,0.0,58.1
2024-11-08,R12,3,2,3,0,1,21.1,0.0,51.7
2024-11-11,R12,4,3,4,0,1,29.6,0.0,54.4
2024-11-12,R12,4,4,4,0,0,39.0,0.0,71.7
2024-11-13,R12,3,3,3,0,0,28.6,0.0,70.1
2024-11-14,R12,4,2,4,0,2,16.6,0.0,30.5
2024-11-15,R12,1,4,1,0,0,44.5,32.0,100.0
2024-11-18,R12,4,6,4,0,0,33.7,15.6,61.9
2024-11-19,R12,4,5,4,1,0,45.4,0.0,89.8
2024-11-20,R12,3,3,3,0,0,32.0,0.0,78.4
2024-11-21,R12,2,4,2,1,0,42.0,4.5,100.0
2024-11-22,R12,4,3,4,0,1,22.5,0.0,49.6
2024-11-25,R12,6,3,6,0,3,27.2,0.0,33.3
2024-11-26,R12,5,4,5,0,1,41.1,0.0,60.4
2024-11-27,R12,3,2,3,0,1,24.6,0.0,60.3
2024-11-28,R12,4,5,4,0,0,54.1,4.1,99.4
2024-11-29,R12,2,2,2,0,0,13.5,0.0,64.5
2024-12-02,R12,5,3,5,0,2,28.1,0.0,41.3
2024-12-03,R12,4,3,4,0,1,35.4,0.0,65.1
2024-12-04,R12,2,3,2,0,0,27.6,2.6,100.0
2024-12-05,R12,4,5,4,1,0,52.9,0.0,81.6
2024-12-06,R12,2,2,2,0,0,20.9,0.0,76.8
2024-12-09,R12,3,2,3,0,1,23.6,0.0,57.8
2024-12-10,R12,3,5,3,0,0,57.7,20.2,100.0
2024-12-11,R12,3,5,3,1,0,32.1,2.2,96.1
2024-12-12,R12,5,5,5,0,0,57.9,0.0,88.4
2024-12-13,R12,2,2,2,0,0,17.9,0.0,65.8
2024-12-16,R12,3,3,3,0,0,27.5,0.0,67.4
2024-12-17,R12,4,3,4,0,1,30.8,0.0,56.6
2024-12-18,R12,4,2,4,0,2,20.4,0.0,37.5
2024-12-19,R12,5,3,5,0,2,33.3,0.0,49.0
2024-12-20,R12,1,2,1,0,0,17.5,5.0,100.0
2024-12-23,R12,3,2,3,0,1,7.8,0.0,19.1
2024-12-24,R12,4,3,4,0,1,33.1,0.0,60.8
2024-12-27,R12,2,1,2,0,1,8.7,0.0,32.0
2024-12-30,R12,3,2,3,0,1,17.0,0.0,41.7
2024-12-31,R12,2,3,2,1,0,31.7,0.0,77.7
2025-01-02,R12,3,3,3,0,0,37.0,0.0,90.7
2025-01-03,R12,1,2,1,0,0,14.1,1.6,100.0
2025-01-07,R12,3,5,3,1,0,51.8,3.3,95.2
2025-01-08,R12,3,3,3,0,0,27.6,0.0,75.8
2025-01-09,R12,2,5,2,0,0,55.3,30.3,100.0
2025-01-10,R12,1,4,1,1,0,14.2,19.5,100.0
2025-01-13,R12,2,4,2,0,0,23.5,17.9,86.4
2025-01-14,R12,4,5,4,1,0,39.6,0.0,84.6
2025-01-15,R12,2,2,2,0,0,22.8,0.0,83.8
2025-01-16,R12,4,3,4,0,1,29.1,0.0,53.5
2025-01-17,R12,3,2,3,0,1,17.1,0.0,41.9
2025-01-20,R12,4,2,4,0,2,24.0,0.0,44.1
2025-01-21,R12,4,4,4,0,0,40.8,0.0,75.0
2025-01-22,R12,2,2,2,0,0,21.4,0.0,78.7
2025-01-23,R12,4,4,4,0,0,46.0,0.0,84.6
2025-01-24,R12,2,2,2,0,0,21.2,0.0,77.9
2025-01-27,R12,4,2,4,0,2,23.1,0.0,42.5
2025-01-28,R12,4,4,4,0,0,39.3,0.0,72.2
2025-01-29,R12,3,3,3,0,0,30.7,0.0,75.2
2025-01-30,R12,3,4,3,0,0,46.3,8.8,100.0
2025-01-31,R12,2,3,2,1,0,22.5,0.0,76.6
2025-02-03,R12,2,3,2,0,0,28.5,3.5,100.0
2025-02-04,R12,4,4,4,0,0,43.8,0.0,86.9
2025-02-05,R12,3,3,3,0,0,28.2,0.0,69.1
2025-02-06,R12,4,3,4,0,1,36.1,0.0,66.4
2025-02-07,R12,2,2,2,0,0,20.6,0.0,75.7
2025-02-10,R12,3,3,3,0,0,33.5,0.0,82.1
2025-02-11,R12,4,4,4,0,0,40.7,0.0,74.8
2025-02-12,R12,3,3,3,0,0,28.3,0.0,69.4
2025-02-13,R12,4,4,4,0,0,40.2,0.0,73.9
2025-02-14,R12,2,3,2,1,0,30.2,0.0,74.0
2025-02-17,R12,3,3,3,0,0,28.4,0.0,69.6
2025-02-18,R12,5,3,5,0,2,37.0,0.0,54.4
2025-02-19,R12,2,2,2,0,0,24.5,0.0,90.1
2025-02-20,R12,4,3,4,0,1,36.9,0.0,67.8
2025-02-21,R12,3,2,3,0,1,21.1,0.0,51.7
2025-02-24,R12,3,3,3,0,0,33.8,0.0,82.8
2025-02-25,R12,4,4,4,0,0,40.9,0.0,75.2
2025-02-26,R12,3,2,3,0,1,25.0,0.0,61.3
2025-02-27,R12,3,4,3,1,0,48.7,0.0,89.5
2025-02-28,R12,1,2,1,1,0,20.3,0.0,74.6
2025-03-03,R12,3,3,3,0,0,26.0,0.0,63.7
2025-03-04,R12,4,4,4,0,0,38.6,0.0,71.0
2025-03-05,R12,2,3,2,0,0,28.4,3.4,100.0
2025-03-06,R12,3,4,3,0,0,36.2,2.0,97.0
2025-03-07,R12,2,2,2,0,0,21.2,0.0,85.4
2025-03-10,R12,3,2,3,0,1,24.6,0.0,60.3
2025-03-11,R12,4,4,4,0,0,49.6,0.0,91.2
2025-03-12,R12,2,3,2,1,0,33.9,0.0,83.1
2025-03-13,R12,4,4,4,0,0,38.6,0.0,71.0
2025-03-14,R12,2,2,2,0,0,20.5,0.0,75.4
2025-03-17,R12,3,2,3,0,1,20.8,0.0,51.0
2025-03-18,R12,4,3,4,0,1,31.1,0.0,57.2
2025-03-19,R12,4,2,4,0,2,18.8,0.0,34.6
2025-03-20,R12,5,4,5,0,1,48.6,0.0,71.5
2025-03-21,R12,2,2,2,0,0,18.2,0.0,66.9
2025-03-24,R12,2,3,2,1,0,30.1,0.0,73.8
2025-03-25,R12,4,6,4,1,0,62.9,0.3,92.5
2025-03-26,R12,2,3,2,0,0,26.5,1.8,98.7
2025-03-27,R12,5,4,5,0,1,42.7,0.0,65.5
2025-03-28,R12,1,2,1,1,0,18.8,0.0,69.1
2025-03-31,R12,3,3,3,0,0,32.9,0.0,80.6
2025-04-01,R12,5,4,5,0,1,47.3,0.0,69.6
2025-04-02,R12,3,3,3,0,0,26.7,0.0,65.4
2025-04-03,R12,4,4,4,0,0,42.0,0.0,77.2
2025-04-04,R12,1,2,1,0,0,18.4,5.9,100.0
2025-04-07,R12,4,3,4,0,1,28.4,0.0,52.2
2025-04-08,R12,5,5,5,0,0,56.2,0.0,82.6
2025-04-09,R12,3,2,3,0,1,20.7,0.0,50.7
2025-04-10,R12,4,4,4,0,0,42.5,0.0,78.1
2025-04-11,R12,2,2,2,0,0,13.8,0.0,50.7
2025-04-14,R12,4,3,4,0,1,36.0,0.0,66.2
2025-04-15,R12,4,4,4,0,0,44.5,0.0,81.8
2025-04-16,R12,3,3,3,0,0,25.4,0.0,62.3
2025-04-17,R12,4,5,4,1,0,60.8,0.0,89.4
2025-04-22,R12,4,4,4,0,0,44.1,0.0,81.1
2025-04-23,R12,2,3,2,0,0,26.7,1.7,98.2
2025-04-24,R12,5,5,5,0,0,56.5,0.0,85.6
2025-04-25,R12,2,2,2,0,0,20.6,0.0,75.7
2025-04-28,R12,3,2,3,0,1,20.4,0.0,50.0
2025-04-29,R12,4,4,4,0,0,47.8,0.0,87.9
2025-04-30,R12,3,3,3,0,0,25.3,0.0,62.0
2025-05-02,R12,2,1,2,0,1,10.6,0.0,39.0
2025-05-05,R12,2,3,2,1,0,31.5,0.0,77.2
2025-05-06,R12,5,6,5,1,0,68.5,0.0,83.9
2025-05-07,R12,3,2,3,0,1,19.3,0.0,47.3
2025-05-08,R12,5,5,5,0,0,57.0,0.0,83.8
2025-05-09,R12,1,2,1,1,0,24.9,0.0,91.5
2025-05-12,R12,3,2,3,0,1,24.2,0.0,59.3
2025-05-13,R12,4,4,4,0,0,49.0,0.0,90.1
2025-05-14,R12,3,3,3,0,0,31.7,0.0,77.7
2025-05-15,R12,4,5,4,0,0,57.3,7.3,100.0
2025-05-16,R12,1,2,1,1,0,15.9,0.0,85.1
2025-05-19,R12,3,3,3,0,0,33.6,0.0,82.4
2025-05-20,R12,4,4,4,0,0,44.5,0.0,81.8
2025-05-21,R12,3,3,3,0,0,32.3,0.0,79.2
2025-05-22,R12,5,3,5,0,2,33.9,0.0,49.9
2025-05-23,R12,2,3,2,0,0,25.8,0.8,94.9
2025-05-26,R12,3,3,3,0,0,35.2,0.0,86.3
2025-05-27,R12,4,4,4,0,0,41.0,0.0,75.4
2025-05-28,R12,3,3,3,0,0,34.0,0.0,83.3
2025-05-30,R12,3,2,3,0,1,14.8,0.0,36.3
2025-06-02,R12,4,3,4,0,1,34.2,0.0,62.9
2025-06-03,R12,4,4,4,0,0,47.2,0.0,86.8
2025-06-04,R12,3,2,3,0,1,21.3,0.0,52.2
2025-06-05,R12,3,5,3,1,0,51.4,1.4,94.5
2025-06-06,R12,2,2,2,0,0,23.0,0.0,89.5
2025-06-10,R12,4,4,4,0,0,44.8,0.0,82.4
2025-06-11,R12,2,3,2,0,0,27.2,2.2,100.0
2025-06-12,R12,4,6,4,1,0,61.5,1.1,93.6
2025-06-13,R12,2,3,2,1,0,30.2,0.0,76.8
2025-06-16,R12,3,3,3,0,0,25.9,0.0,63.5
2025-06-17,R12,3,4,3,1,0,45.2,0.0,83.1
2025-06-18,R12,2,3,2,1,0,35.4,0.0,86.8
2025-06-20,R12,2,2,2,0,0,13.3,0.0,48.9
2025-06-23,R12,3,2,3,0,1,24.7,0.0,60.5
2025-06-24,R12,4,5,4,1,0,57.4,0.0,84.4
2025-06-25,R12,3,3,3,0,0,32.4,0.0,79.4
2025-06-26,R12,5,4,5,0,1,47.6,0.0,70.0
2025-06-27,R12,3,2,3,0,1,19.9,0.0,48.8
2025-06-30,R12,2,3,2,1,0,32.2,0.0,78.9
2025-07-01,R12,5,4,5,0,1,48.6,0.0,71.5
2025-07-02,R12,3,3,3,0,0,30.3,0.0,74.3
2025-07-03,R12,4,4,4,0,0,49.5,0.0,91.0
2025-07-04,R12,2,2,2,0,0,21.5,0.0,79.0
2025-07-07,R12,3,5,3,1,0,58.8,8.8,100.0
2025-07-08,R12,5,5,5,0,0,43.4,0.0,76.7
2025-07-09,R12,3,3,3,0,0,30.4,0.0,74.5
2025-07-10,R12,4,4,4,0,0,42.5,0.0,78.1
2025-07-11,R12,2,2,2,0,0,17.4,0.0,64.0
2025-07-14,R12,4,4,4,0,0,40.1,0.0,73.7
2025-07-15,R12,5,5,5,0,0,54.2,0.0,79.7
2025-07-16,R12,2,2,2,0,0,22.8,0.0,83.8
2025-07-17,R12,4,5,4,0,0,50.5,0.5,92.8
2025-07-18,R12,2,2,2,0,0,21.3,0.0,80.0
2025-07-21,R12,5,3,5,0,2,37.3,0.0,54.9
2025-07-22,R12,5,5,5,0,0,51.0,0.0,75.0
2025-07-23,R12,2,2,2,0,0,21.1,0.0,77.6
2025-07-24,R12,4,5,4,0,0,53.1,3.1,97.6
2025-07-25,R12,2,2,2,0,0,21.2,0.0,89.2
2025-07-28,R12,3,3,3,0,0,30.0,0.0,73.5
2025-07-29,R12,5,4,5,0,1,48.3,0.0,71.0
2025-07-30,R12,2,2,2,0,0,18.7,0.0,68.7
2025-07-31,R12,4,4,4,0,0,49.5,0.0,91.0
2025-08-01,R12,2,3,2,0,0,26.8,1.8,98.5
2025-08-04,R12,3,2,3,0,1,22.2,0.0,54.4
2025-08-05,R12,4,4,4,0,0,47.3,0.0,86.9
2025-08-06,R12,3,2,3,0,1,20.5,0.0,50.2
2025-08-07,R12,5,4,5,0,1,38.3,0.0,56.3
2025-08-08,R12,2,2,2,0,0,19.4,0.0,71.3
2025-08-11,R12,3,2,3,0,1,24.2,0.0,59.3
2025-08-12,R12,5,4,5,0,1,42.2,0.0,62.1
2025-08-13,R12,2,2,2,0,0,20.5,0.0,75.4
2025-08-14,R12,5,4,5,0,1,44.4,0.0,65.3
2025-08-15,R12,2,2,2,0,0,19.0,0.0,69.9
2025-08-18,R12,3,2,3,0,1,15.4,0.0,37.7
2025-08-19,R12,4,4,4,0,0,39.1,0.0,71.9
2025-08-20,R12,2,2,2,0,0,15.5,0.0,57.0
2025-08-21,R12,4,3,4,0,1,31.3,0.0,57.5
2025-08-22,R12,2,2,2,0,0,13.3,0.0,48.9
2025-08-25,R12,3,2,3,0,1,22.6,0.0,55.4
2025-08-26,R12,4,4,4,0,0,38.1,0.0,70.0
2025-08-27,R12,2,2,2,0,0,22.8,0.0,83.8
2025-08-28,R12,3,4,3,0,0,37.9,0.4,92.9
2025-08-29,R12,2,2,2,0,0,21.5,0.0,80.4
2025-09-01,R12,2,2,2,0,0,19.1,0.0,70.2
2025-09-02,R12,4,4,4,0,0,40.5,0.0,74.4
2025-09-03,R12,3,2,3,0,1,18.7,0.0,45.8
2025-09-04,R12,4,4,4,0,0,45.2,0.0,83.1
2025-09-05,R12,2,2,2,0,0,17.6,0.0,64.7
2025-09-08,R12,3,3,3,0,0,27.8,0.0,68.1
2025-09-09,R12,3,4,3,1,0,44.3,0.0,81.4
2025-09-10,R12,2,3,2,0,0,26.8,1.8,98.5
2025-09-11,R12,4,3,4,0,1,32.3,0.0,62.6
2025-09-12,R12,1,2,1,1,0,23.8,0.0,87.5
2025-09-15,R12,3,3,3,0,0,33.6,0.0,82.4
2025-09-16,R12,3,4,3,0,0,48.9,11.4,100.0
2025-09-17,R12,3,3,3,0,0,19.6,0.0,75.9
2025-09-18,R12,3,5,3,1,0,50.1,0.1,92.1
2025-09-19,R12,2,2,2,0,0,22.0,0.0,81.1
2025-09-22,R12,3,2,3,0,1,16.2,0.0,39.7
2025-09-23,R12,4,3,4,0,1,34.5,0.0,63.4
2025-09-24,R12,2,2,2,0,0,19.8,0.0,72.8
2025-09-25,R12,5,4,5,0,1,40.3,0.0,59.3
2025-09-26,R12,2,2,2,0,0,13.7,0.0,50.4
2025-09-29,R12,3,2,3,0,1,22.1,0.0,54.2
2025-09-30,R12,3,4,3,1,0,49.0,0.0,90.1
2025-10-01,R12,3,2,3,0,1,16.8,0.0,41.2
2025-10-02,R12,5,5,5,0,0,57.1,0.0,84.0
2025-10-06,R12,2,3,2,0,0,31.7,6.7,100.0
2025-10-07,R12,5,5,5,0,0,44.8,0.0,75.7
2025-10-08,R12,3,3,3,0,0,36.7,0.0,90.0
2025-10-09,R12,5,6,5,1,0,68.3,0.0,83.7
2025-10-10,R12,1,3,1,1,0,34.4,9.4,100.0
2025-10-13,R12,3,5,3,0,0,40.8,12.6,100.0
2025-10-14,R12,4,5,4,1,0,47.7,0.0,88.7
2025-10-15,R12,2,2,2,0,0,20.5,0.0,75.4
2025-10-16,R12,5,5,5,0,0,58.1,0.0,85.4
2025-10-17,R12,2,2,2,0,0,21.5,0.0,79.0
2025-10-20,R12,4,3,4,0,1,28.7,0.0,52.8
2025-10-21,R12,5,3,5,0,2,37.4,0.0,55.0
2025-10-22,R12,2,2,2,0,0,24.4,0.0,89.7
2025-10-23,R12,5,4,5,0,1,41.2,0.0,60.6
2025-10-24,R12,2,3,2,0,0,25.5,0.5,93.7
2025-10-27,R12,4,2,4,0,2,17.0,0.0,31.2
2025-10-28,R12,4,4,4,0,0,44.8,0.0,82.4
2025-10-29,R12,2,3,2,1,0,33.9,0.0,83.1
2025-10-30,R12,5,4,5,0,1,44.8,0.0,65.9
2025-10-31,R12,1,2,1,1,0,20.7,0.0,76.1
2025-11-03,R12,3,3,3,0,0,29.3,0.0,71.8
2025-11-04,R12,3,3,3,0,0,30.9,0.0,75.7
2025-11-05,R12,3,3,3,0,0,26.9,0.0,65.9
2025-11-06,R12,4,5,4,0,0,51.7,1.7,95.0
2025-11-07,R12,1,2,1,0,0,14.9,4.0,100.0
2025-11-10,R12,3,3,3,0,0,31.2,0.0,76.5
2025-11-11,R12,4,4,4,0,0,47.0,0.0,86.4
2025-11-12,R12,3,2,3,0,1,21.7,0.0,53.2
2025-11-13,R12,4,4,4,0,0,43.3,0.0,79.6
2025-11-14,R12,2,2,2,0,0,23.7,0.0,87.1
2025-11-17,R12,4,3,4,0,1,28.5,0.0,52.4
2025-11-18,R12,4,3,4,0,1,37.4,0.0,68.8
2025-11-19,R12,3,2,3,0,1,17.0,0.0,41.7
2025-11-20,R12,5,5,5,0,0,50.8,0.0,74.7
2025-11-21,R12,2,3,2,0,0,25.5,0.5,93.7
2025-11-24,R12,4,3,4,0,1,28.5,0.0,52.4
2025-11-25,R12,3,3,3,0,0,36.9,0.0,90.4
2025-11-26,R12,2,2,2,0,0,22.5,0.0,82.7
2025-11-27,R12,5,3,5,0,2,37.4,0.0,55.0
2025-11-28,R12,2,3,2,0,0,29.8,4.8,100.0
2025-12-01,R12,3,3,3,0,0,32.4,0.0,79.4
2025-12-02,R12,4,4,4,0,0,37.7,0.0,69.3
2025-12-03,R12,2,2,2,0,0,20.5,0.0,75.4
2025-12-04,R12,4,3,4,0,1,35.0,0.0,64.3
2025-12-05,R12,2,2,2,0,0,15.5,0.0,57.0
2025-12-08,R12,3,4,3,0,0,38.2,0.7,93.6
2025-12-09,R12,4,4,4,0,0,48.8,0.0,90.9
2025-12-10,R12,3,3,3,0,0,32.8,0.0,80.4
2025-12-11,R12,3,5,3,0,0,51.7,14.2,100.0
2025-12-12,R12,2,3,2,1,0,17.5,0.0,77.6
2025-12-15,R12,3,3,3,0,0,26.5,0.0,65.0
2025-12-16,R12,3,4,3,0,0,38.2,0.7,93.6
2025-12-17,R12,3,3,3,0,0,33.8,0.0,84.5
2025-12-18,R12,4,4,4,0,0,40.3,0.0,74.1
2025-12-19,R12,2,1,2,0,1,11.1,0.0,40.8
2025-12-22,R12,3,2,3,0,1,18.3,0.0,44.9
2025-12-23,R12,4,3,4,0,1,32.3,0.0,59.4
2025-12-24,R12,3,2,3,0,1,16.6,0.0,40.7
2025-12-29,R12,2,2,2,0,0,13.6,0.0,50.0
2025-12-30,R12,3,3,3,0,0,29.6,0.0,72.5
2025-12-31,R12,2,2,2,0,0,24.8,0.0,91.2
2026-01-02,R12,1,1,1,0,0,11.2,0.0,82.4
2026-01-05,R12,2,2,2,0,0,19.8,0.0,72.8
2026-01-07,R12,2,2,2,0,0,23.7,0.0,87.1
2026-01-08,R12,6,4,6,0,2,43.6,0.0,53.4
2026-01-09,R12,2,2,2,0,0,23.7,0.0,87.1
2026-01-12,R12,3,2,3,0,1,19.7,0.0,48.3
2026-01-13,R12,4,2,4,0,2,24.4,0.0,44.9
2026-01-14,R12,2,2,2,0,0,25.0,0.0,91.9
2026-01-15,R12,4,4,4,0,0,44.6,0.0,82.0
2026-01-16,R12,2,2,2,0,0,19.7,0.0,72.4
2026-01-19,R12,3,2,3,0,1,24.6,0.0,60.3
2026-01-20,R12,3,4,3,0,0,42.0,4.5,100.0
2026-01-21,R12,2,3,2,0,0,24.6,4.0,100.0
2026-01-22,R12,5,4,5,0,1,38.1,0.0,62.0
2026-01-23,R12,1,1,1,0,0,12.0,0.0,88.2
2026-01-26,R12,3,4,3,0,0,41.8,4.3,100.0
2026-01-27,R12,3,4,3,0,0,37.1,3.8,100.0
2026-01-28,R12,4,3,4,0,1,28.6,0.0,59.6
2026-01-29,R12,4,5,4,0,0,54.3,4.3,99.8
2026-01-30,R12,2,2,2,0,0,17.4,0.0,79.6
2026-02-02,R12,4,3,4,0,1,36.3,0.0,66.7
2026-02-03,R12,5,3,5,0,2,31.7,0.0,46.6
2026-02-04,R12,3,2,3,0,1,17.9,0.0,43.9
2026-02-05,R12,4,3,4,0,1,34.7,0.0,63.8
2026-02-06,R12,2,3,2,0,0,29.9,4.9,100.0
2026-02-09,R12,4,3,4,0,1,27.0,0.0,49.6
2026-02-10,R12,3,4,3,0,0,42.1,4.6,100.0
2026-02-11,R12,2,3,2,1,0,29.2,0.0,82.8
2026-02-12,R12,3,4,3,1,0,45.3,0.0,83.3
2026-02-13,R12,2,2,2,0,0,17.5,0.0,64.3
2026-02-16,R12,3,3,3,0,0,25.4,0.0,62.3
2026-02-17,R12,3,4,3,0,0,41.8,4.3,100.0
2026-02-18,R12,2,3,2,0,0,22.4,1.6,98.0
2026-02-19,R12,3,4,3,1,0,41.4,0.0,79.1
2026-02-20,R12,2,3,2,0,0,30.2,5.2,100.0
2026-02-23,R12,3,2,3,0,1,19.6,0.0,48.0
2026-02-24,R12,4,5,4,0,0,53.6,3.6,98.5
2026-02-25,R12,3,3,3,0,0,23.6,0.0,66.5
2026-02-26,R12,4,4,4,0,0,44.4,0.0,81.6
2026-02-27,R12,2,2,2,0,0,20.1,0.0,73.9
2026-03-02,R12,3,2,3,0,1,21.3,0.0,52.2
2026-03-03,R12,5,4,5,0,1,44.1,0.0,64.9
2026-03-04,R12,2,3,2,0,0,26.3,1.3,96.7
2026-03-05,R12,4,4,4,0,0,36.4,0.0,69.3
2026-03-06,R12,2,2,2,0,0,18.3,0.0,67.3
2026-03-09,R12,2,3,2,0,0,27.9,2.9,100.0
2026-03-10,R12,4,5,4,0,0,51.3,4.1,99.6
2026-03-11,R12,3,3,3,0,0,33.4,0.0,92.0
2026-03-12,R12,3,3,3,0,0,33.9,0.0,83.1
2026-03-13,R12,2,2,2,0,0,16.1,0.0,59.2
2026-03-16,R12,3,4,3,0,0,50.0,12.5,100.0
2026-03-17,R12,4,6,4,1,0,50.2,0.1,92.2
2026-03-18,R12,3,3,3,0,0,25.3,0.0,62.3
2026-03-19,R12,3,5,3,2,0,57.8,0.0,85.0
2026-03-20,R12,2,2,2,0,0,21.1,0.0,77.6
2026-03-23,R12,4,3,4,0,1,26.5,0.0,48.7
2026-03-24,R12,6,4,6,0,2,37.7,0.0,46.2
2026-03-25,R12,3,3,3,0,0,28.3,0.0,69.4
2026-03-26,R12,4,3,4,0,1,32.4,0.0,59.6
2026-03-27,R12,1,2,1,0,0,16.7,4.2,100.0
2026-03-30,R12,4,4,4,0,0,34.5,0.0,63.4
2026-03-31,R12,5,4,5,0,1,37.9,0.0,55.7
2026-04-01,R12,3,2,3,0,1,22.2,0.0,54.4
2026-04-02,R12,3,3,3,0,0,30.0,0.0,73.5
2026-04-07,R12,4,5,4,1,0,56.1,0.0,82.5
2026-04-08,R12,2,2,2,0,0,17.2,0.0,63.2
2026-04-09,R12,3,5,3,1,0,50.9,0.9,93.6
2026-04-10,R12,2,2,2,0,0,17.6,0.0,67.8
2026-04-13,R12,4,3,4,0,1,34.2,0.0,62.9
2026-04-14,R12,4,4,4,0,0,44.8,0.0,82.4
2026-04-15,R12,3,3,3,0,0,30.1,0.0,73.8
2026-04-16,R12,5,4,5,0,1,48.4,0.0,71.2
2026-04-17,R12,2,2,2,0,0,23.6,0.0,86.8
2026-04-20,R12,3,2,3,0,1,23.5,0.0,57.6
2026-04-21,R12,4,4,4,0,0,39.0,0.0,71.7
2026-04-22,R12,3,2,3,0,1,20.1,0.0,49.3
2026-04-23,R12,5,2,5,0,3,19.1,0.0,28.1
2026-04-24,R12,2,2,2,0,0,19.0,0.0,69.9
2026-04-27,R12,3,3,3,0,0,27.6,0.0,67.6
2026-04-28,R12,4,4,4,0,0,49.7,0.0,91.4
2026-04-29,R12,3,2,3,0,1,22.0,0.0,53.9
2026-04-30,R12,3,6,3,2,0,66.1,3.5,97.2
2026-05-04,R12,3,3,3,0,0,30.9,0.0,75.7
2026-05-05,R12,5,5,5,0,0,51.6,0.0,75.9
2026-05-06,R12,1,2,1,1,0,24.1,0.0,88.6
2026-05-07,R12,4,4,4,0,0,48.2,0.0,88.6
2026-05-08,R12,2,3,2,0,0,25.5,0.5,93.7
2026-05-11,R12,2,3,2,1,0,31.7,0.0,77.7
2026-05-12,R12,4,4,4,0,0,37.9,0.0,69.7
2026-05-13,R12,2,3,2,0,0,26.4,1.4,97.1
2026-05-15,R12,2,2,2,0,0,15.8,0.0,58.1
2026-05-18,R12,4,3,4,0,1,28.0,0.0,51.5
2026-05-19,R12,5,4,5,0,1,41.8,0.0,61.5
2026-05-20,R12,4,2,4,0,2,24.3,0.0,44.7
2026-05-21,R12,4,6,4,2,0,71.0,0.0,87.0
2026-05-22,R12,2,3,2,0,0,32.2,7.2,100.0
2026-05-26,R12,4,5,4,1,0,54.7,0.0,80.4
2026-05-27,R12,3,2,3,0,1,23.2,0.0,56.9
2026-05-28,R12,6,4,6,0,2,49.4,0.0,60.5
2026-05-29,R12,3,3,3,0,0,27.7,0.0,67.9
2026-06-01,R12,4,3,4,0,1,28.4,0.0,52.2
2026-06-02,R12,5,4,5,0,1,48.0,0.0,70.6
2026-06-03,R12,1,4,1,2,0,41.5,4.0,100.0
2026-06-05,R12,2,2,2,0,0,12.9,0.0,47.4
2026-06-08,R12,3,3,3,0,0,34.2,0.0,83.8
2026-06-09,R12,5,4,5,0,1,42.3,0.0,62.2
2026-06-10,R12,3,3,3,0,0,25.4,0.0,62.3
2026-06-11,R12,5,5,5,0,0,58.7,0.0,86.3
2026-06-12,R12,2,2,2,0,0,19.6,0.0,72.1
2026-06-15,R12,3,3,3,0,0,32.2,0.0,78.9
2026-06-16,R12,4,5,4,0,0,51.0,1.0,93.8
2026-06-17,R12,3,3,3,0,0,24.5,0.0,62.4
2026-06-18,R12,5,6,5,0,0,64.5,1.9,94.9
2026-06-19,R12,1,2,1,0,0,13.4,2.8,100.0
2026-06-22,R12,3,3,3,0,0,26.8,0.0,65.7
2026-06-23,R12,5,5,5,0,0,52.4,0.0,77.1
2026-06-24,R12,4,2,4,0,2,23.5,0.0,43.2
2026-06-25,R12,5,5,5,0,0,51.5,0.0,75.7
2026-06-26,R12,2,2,2,0,0,17.5,0.0,64.3
2026-06-29,R12,4,3,4,0,1,32.6,0.0,59.9
2026-06-30,R12,5,5,5,0,0,55.7,0.0,81.9
2026-07-01,R12,3,3,3,0,0,34.2,0.0,83.8
2026-07-02,R12,6,5,6,0,1,51.1,0.0,62.6
2026-07-03,R12,1,2,1,1,0,20.2,0.0,74.3
2026-07-06,R12,4,3,4,0,1,27.7,0.0,50.9
2026-07-07,R12,5,4,5,0,1,40.4,0.0,59.4
2026-07-08,R12,2,3,2,0,0,28.2,3.2,100.0
2026-07-09,R12,4,5,4,1,0,54.3,0.0,84.5
2026-07-10,R12,2,3,2,0,0,29.1,4.1,100.0
2026-07-13,R12,3,3,3,0,0,23.6,0.0,57.8
2026-07-14,R12,5,4,5,0,1,41.2,0.0,60.6
2026-07-15,R12,3,3,3,0,0,34.8,0.0,85.3
2026-07-16,R12,5,5,5,0,0,50.3,0.0,74.0
2026-07-17,R12,2,2,2,0,0,23.3,0.0,85.7
2026-07-20,R12,4,3,4,0,1,34.4,0.0,63.2
2026-07-21,R12,5,6,5,0,0,63.9,1.3,94.0
2026-07-22,R12,3,2,3,0,1,21.7,0.0,56.5
2026-07-23,R12,5,4,5,0,1,47.0,0.0,69.1
2026-07-24,R12,2,2,2,0,0,24.8,0.0,91.2
2026-07-27,R12,4,3,4,0,1,27.4,0.0,50.4
2026-07-28,R12,5,5,5,0,0,59.1,0.0,86.9
2026-07-29,R12,2,3,2,0,0,25.6,0.6,94.1
2026-07-30,R12,5,3,5,0,2,34.6,0.0,51.7
2026-07-31,R12,2,3,2,0,0,25.8,0.8,94.9
2026-08-03,R12,2,2,2,0,0,13.7,0.0,50.4
2026-08-04,R12,5,3,5,0,2,32.5,0.0,47.8
